Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,Gender,JobRole,EmployeeID
56,No,Research & Development,9,3,Medical,3,4,Married,11103,7,2,10,Male,Healthcare Representative,58855000
40,No,Research & Development,2,1,Medical,4,4,Single,2342,0,2,4,Female,Research Scientist,23990677
27,No,Research & Development,7,3,Medical,4,1,Single,6811,8,1,7,Female,Healthcare Representative,35762337
29,No,Sales,10,3,Marketing,4,2,Divorced,2297,1,3,2,Male,Sales Representative,49446896
53,No,Research & Development,6,3,Life Sciences,4,4,Single,2450,2,3,2,Male,Laboratory Technician,82019041
35,No,Research & Development,2,4,Life Sciences,4,1,Divorced,5093,2,4,1,Female,Healthcare Representative,55573032
32,No,Research & Development,24,4,Life Sciences,1,4,Married,5309,1,3,10,Male,Laboratory Technician,57964469
38,No,Research & Development,2,5,Medical,4,3,Married,3057,6,1,1,Male,Research Scientist,45749396
34,No,Research & Development,8,5,Life Sciences,2,1,Divorced,5121,3,3,0,Female,Manufacturing Director,13013468
52,No,Sales,3,4,Marketing,3,1,Married,16856,1,4,34,Male,Manager,32557864
33,Yes,Research & Development,1,4,Other,4,4,Single,2686,1,2,10,Male,Research Scientist,80055759
25,No,Sales,26,1,Medical,3,4,Single,6180,1,2,6,Female,Sales Executive,33596479
45,No,Sales,2,2,Technical Degree,2,3,Single,6632,0,3,8,Male,Sales Representative,13032272
23,No,Research & Development,10,1,Medical,1,3,Single,3505,1,3,2,Male,Research Scientist,67540916
47,Yes,Sales,27,2,Life Sciences,2,3,Single,6397,4,3,5,Female,Sales Executive,71508586
34,No,Sales,2,3,Other,4,4,Single,6274,1,3,6,Male,Sales Executive,13008757
55,Yes,Research & Development,2,3,Medical,4,1,Married,19859,5,3,5,Male,Manager,84126147
36,No,Sales,8,4,Life Sciences,1,1,Single,7587,1,3,10,Male,Sales Executive,72265301
52,No,Research & Development,19,4,Medical,4,4,Married,4258,0,3,4,Male,Research Scientist,54643558
26,No,Research & Development,1,2,Life Sciences,1,4,Divorced,4364,3,3,2,Female,Laboratory Technician,78014962
29,No,Research & Development,27,3,Medical,2,3,Married,4335,4,2,8,Female,Healthcare Representative,74198225
26,Yes,Sales,8,3,Technical Degree,4,1,Single,5326,6,2,4,Male,Sales Executive,12782096
34,No,Research & Development,1,4,Life Sciences,2,4,Single,3280,2,3,4,Female,Research Scientist,75571029
54,No,Research & Development,19,4,Medical,4,1,Divorced,5485,9,3,5,Female,Manufacturing Director,61850857
27,No,Sales,8,1,Marketing,3,4,Married,4342,0,3,4,Male,Sales Executive,37520460
37,No,Research & Development,10,1,Life Sciences,4,1,Divorced,2782,0,2,5,Female,Research Scientist,34322464
38,No,Research & Development,2,4,Life Sciences,1,1,Single,5980,6,3,15,Female,Manufacturing Director,24803214
34,No,Research & Development,2,4,Medical,3,1,Single,4381,1,3,6,Female,Research Scientist,22602499
35,No,Sales,8,4,Life Sciences,1,4,Married,2572,1,2,3,Female,Sales Representative,79582002
30,No,Research & Development,1,3,Life Sciences,4,3,Married,3833,3,3,2,Male,Laboratory Technician,36449669
40,No,Research & Development,2,2,Medical,3,2,Married,4244,1,3,8,Female,Healthcare Representative,66499800
34,No,Sales,8,2,Life Sciences,3,1,Married,6500,5,3,3,Female,Sales Executive,11818205
42,No,Research & Development,8,3,Life Sciences,2,4,Divorced,18430,1,2,24,Male,Manager,78242372
23,Yes,Research & Development,6,3,Life Sciences,3,1,Married,1601,1,3,0,Male,Laboratory Technician,31811080
24,No,Research & Development,9,3,Life Sciences,3,2,Divorced,2694,1,3,1,Male,Laboratory Technician,20959454
52,No,Research & Development,11,4,Life Sciences,4,3,Married,3149,8,3,5,Female,Laboratory Technician,62097277
50,No,Research & Development,2,3,Medical,3,3,Married,17639,5,3,4,Male,Research Director,84772347
29,Yes,Research & Development,1,2,Life Sciences,2,1,Married,2319,1,3,1,Female,Laboratory Technician,66716653
33,No,Research & Development,7,3,Medical,3,3,Married,11691,0,4,13,Male,Research Director,29467699
33,Yes,Sales,16,3,Marketing,1,1,Single,5324,5,3,3,Female,Sales Executive,32168242
47,No,Research & Development,2,2,Other,3,4,Married,16752,1,2,26,Female,Manager,63944795
36,No,Research & Development,1,3,Other,3,2,Married,5228,0,3,9,Female,Manufacturing Director,55530139
29,No,Research & Development,23,2,Life Sciences,3,3,Married,2700,1,3,10,Male,Research Scientist,43777690
58,Yes,Research & Development,2,4,Life Sciences,4,2,Single,19246,7,3,31,Male,Research Director,53841342
35,No,Research & Development,1,4,Life Sciences,4,3,Single,2506,3,3,2,Female,Research Scientist,84827111
42,No,Research & Development,1,2,Life Sciences,4,4,Married,6062,9,3,4,Female,Manufacturing Director,88114994
28,Yes,Research & Development,2,4,Medical,3,3,Single,4382,6,2,2,Male,Research Scientist,40866224
36,No,Human Resources,13,3,Human Resources,3,2,Married,2143,4,3,5,Male,Human Resources,75192737
32,No,Research & Development,4,3,Life Sciences,3,3,Married,6162,1,3,14,Female,Manufacturing Director,21196203
40,No,Research & Development,16,4,Medical,1,3,Single,5094,6,3,1,Male,Laboratory Technician,69929844
30,No,Research & Development,2,3,Medical,3,4,Single,6877,5,2,0,Female,Manufacturing Director,46663340
45,No,Research & Development,2,3,Life Sciences,2,3,Single,2274,1,3,1,Female,Research Scientist,72260531
42,No,Research & Development,29,3,Life Sciences,2,2,Married,4434,1,2,9,Male,Manufacturing Director,82991942
38,No,Research & Development,12,3,Life Sciences,1,1,Divorced,6288,2,2,4,Male,Healthcare Representative,42678266
34,No,Research & Development,16,4,Life Sciences,3,4,Single,2553,1,3,5,Female,Research Scientist,38736425
49,Yes,Sales,11,3,Marketing,3,4,Married,7654,1,4,9,Female,Sales Executive,65377404
55,Yes,Sales,2,1,Medical,3,4,Single,5160,4,2,9,Male,Sales Executive,71419370
43,No,Research & Development,14,2,Life Sciences,2,1,Married,17159,6,3,4,Male,Research Director,35133564
27,No,Research & Development,5,1,Technical Degree,3,4,Divorced,12808,1,3,9,Male,Research Director,14737918
35,No,Research & Development,7,3,Other,3,3,Single,10221,3,4,8,Male,Manufacturing Director,78590345
28,No,Sales,2,4,Marketing,2,2,Married,4779,1,3,8,Female,Sales Executive,49631664
34,No,Human Resources,3,2,Human Resources,3,4,Married,3737,0,1,3,Male,Human Resources,63468402
26,Yes,Research & Development,5,2,Medical,3,3,Married,2366,1,3,8,Female,Research Scientist,13624627
27,No,Research & Development,3,3,Medical,4,4,Married,1706,1,2,0,Male,Research Scientist,27400312
51,No,Sales,26,4,Marketing,1,3,Married,16307,2,2,20,Female,Manager,68231401
44,No,Research & Development,4,3,Medical,4,2,Single,5933,9,2,5,Male,Healthcare Representative,56135360
25,No,Research & Development,2,1,Medical,1,1,Single,3424,7,2,4,Male,Research Scientist,89067911
33,No,Sales,1,3,Medical,1,1,Divorced,4037,1,3,9,Male,Sales Executive,62880492
35,No,Research & Development,27,1,Medical,3,1,Single,2559,1,2,6,Female,Research Scientist,10508190
36,No,Sales,1,2,Life Sciences,2,4,Married,6201,1,2,18,Male,Sales Executive,47376879
32,No,Sales,13,4,Life Sciences,2,4,Divorced,4403,2,2,5,Male,Sales Executive,79269312
30,No,Research & Development,5,4,Life Sciences,2,4,Divorced,3761,9,2,5,Male,Research Scientist,69736188
53,No,Sales,7,2,Marketing,1,4,Married,10934,7,3,5,Female,Sales Executive,75682587
45,No,Sales,9,3,Marketing,4,1,Divorced,10761,4,3,5,Male,Sales Executive,38910208
32,No,Research & Development,8,2,Medical,3,3,Married,5175,5,2,5,Female,Research Scientist,88338629
52,No,Research & Development,25,4,Medical,3,4,Married,13826,3,3,9,Female,Manufacturing Director,44499902
37,No,Sales,16,4,Marketing,4,3,Divorced,6334,4,3,1,Male,Sales Executive,69937737
28,No,Human Resources,8,2,Medical,2,4,Divorced,4936,1,3,5,Male,Human Resources,35011765
22,No,Research & Development,1,2,Life Sciences,4,4,Married,4775,6,1,2,Male,Manufacturing Director,34717842
44,No,Research & Development,8,4,Life Sciences,1,4,Married,2818,2,2,3,Male,Laboratory Technician,15383278
42,No,Research & Development,2,1,Medical,2,4,Single,2515,5,3,2,Male,Research Scientist,18240879
36,No,Human Resources,8,3,Life Sciences,1,1,Married,2342,0,3,5,Male,Human Resources,12385313
25,No,Sales,3,1,Other,3,1,Married,4194,1,3,5,Male,Sales Executive,53204466
35,No,Research & Development,9,3,Life Sciences,4,3,Married,10685,1,3,17,Female,Manufacturing Director,29335107
35,Yes,Research & Development,25,4,Life Sciences,4,2,Divorced,2022,1,2,10,Female,Research Scientist,55543286
32,No,Research & Development,1,3,Life Sciences,4,4,Divorced,2314,0,3,3,Male,Laboratory Technician,86850077
25,No,Sales,4,1,Marketing,3,1,Married,4256,1,4,5,Male,Sales Executive,69490486
49,No,Research & Development,1,3,Technical Degree,3,1,Married,3580,2,3,4,Female,Research Scientist,72082090
24,No,Research & Development,4,1,Life Sciences,1,4,Married,3162,0,2,5,Male,Laboratory Technician,49378489
32,No,Sales,5,2,Life Sciences,2,2,Married,6524,1,3,10,Male,Sales Executive,19488774
38,No,Sales,9,3,Marketing,2,2,Married,2899,0,3,2,Male,Sales Representative,10041801
42,No,Research & Development,3,3,Life Sciences,3,4,Married,5231,2,2,5,Female,Laboratory Technician,76264970
31,No,Research & Development,11,4,Life Sciences,4,4,Married,2356,3,3,6,Male,Research Scientist,86834270
29,Yes,Sales,1,3,Medical,2,3,Divorced,2800,6,3,3,Female,Sales Representative,56036763
53,No,Sales,8,3,Marketing,1,4,Married,11836,5,3,2,Male,Sales Executive,52987880
35,No,Research & Development,25,3,Technical Degree,4,2,Married,10903,3,3,13,Male,Manufacturing Director,64402530
37,No,Sales,21,2,Medical,3,4,Married,2973,5,3,5,Female,Sales Representative,35296981
53,No,Research & Development,23,4,Life Sciences,4,4,Single,14275,6,3,12,Female,Research Director,39242154
43,No,Research & Development,1,3,Life Sciences,4,4,Married,5562,4,2,5,Female,Healthcare Representative,71781401
47,No,Sales,2,2,Marketing,3,4,Married,4537,0,3,7,Female,Sales Executive,46933903
37,No,Sales,19,2,Medical,1,2,Single,7642,1,3,10,Male,Sales Executive,72726767
50,No,Research & Development,2,4,Life Sciences,1,1,Divorced,17924,1,3,31,Male,Manager,25605913
39,No,Human Resources,2,3,Life Sciences,4,4,Married,5204,8,3,5,Female,Human Resources,65216349
33,No,Human Resources,3,2,Human Resources,4,2,Divorced,2277,3,4,4,Male,Human Resources,56399237
32,Yes,Research & Development,25,4,Life Sciences,1,4,Single,2795,1,1,1,Male,Laboratory Technician,16728148
29,No,Research & Development,7,1,Medical,1,4,Divorced,2532,6,3,4,Female,Laboratory Technician,30399723
44,No,Research & Development,9,2,Life Sciences,2,1,Married,2559,1,3,8,Male,Research Scientist,33629236
28,No,Sales,5,4,Medical,1,4,Single,4908,1,3,4,Male,Sales Executive,33710906
58,Yes,Research & Development,2,1,Life Sciences,4,4,Divorced,2380,9,2,1,Male,Laboratory Technician,36781621
43,No,Research & Development,8,3,Life Sciences,1,2,Divorced,4765,4,4,1,Female,Manufacturing Director,80820934
20,Yes,Sales,2,3,Medical,3,3,Single,2044,1,2,2,Female,Sales Representative,36075517
21,Yes,Research & Development,18,1,Other,4,4,Single,2693,1,2,1,Female,Research Scientist,83717250
36,No,Research & Development,14,1,Life Sciences,3,4,Married,6586,0,2,16,Male,Healthcare Representative,61488076
47,No,Sales,2,4,Life Sciences,4,4,Single,3294,1,2,3,Female,Sales Representative,85893703
22,Yes,Research & Development,3,1,Life Sciences,2,3,Married,4171,0,4,3,Female,Manufacturing Director,25007026
41,Yes,Research & Development,2,4,Life Sciences,2,4,Divorced,2778,4,2,7,Female,Laboratory Technician,71963089
28,No,Research & Development,9,3,Medical,3,3,Divorced,2377,5,3,2,Female,Research Scientist,71325381
39,Yes,Research & Development,6,3,Medical,4,1,Married,2404,7,1,2,Male,Laboratory Technician,39788656
27,No,Research & Development,4,3,Life Sciences,2,3,Single,2318,1,3,1,Female,Research Scientist,79367004
34,No,Research & Development,10,3,Life Sciences,2,2,Divorced,2008,1,3,1,Male,Laboratory Technician,35090960
42,No,Sales,14,2,Medical,3,3,Single,6244,7,3,5,Female,Sales Executive,35393833
33,No,Research & Development,1,4,Other,3,1,Single,2799,3,3,3,Male,Research Scientist,45801845
58,No,Research & Development,5,3,Technical Degree,3,2,Divorced,10552,2,3,6,Female,Healthcare Representative,36764237
31,No,Sales,7,4,Life Sciences,2,3,Married,2329,3,4,7,Male,Sales Representative,12577636
35,No,Research & Development,21,1,Life Sciences,4,4,Married,4014,1,1,10,Female,Healthcare Representative,79276517
49,No,Research & Development,8,2,Other,1,2,Married,7403,4,2,26,Female,Laboratory Technician,70880239
48,No,Research & Development,20,4,Medical,4,3,Married,2259,4,2,0,Male,Research Scientist,17264306
31,No,Sales,20,2,Marketing,4,3,Married,6932,1,2,9,Female,Sales Executive,79648752
36,No,Research & Development,7,4,Other,2,4,Single,4678,2,3,6,Male,Research Scientist,29103668
38,No,Research & Development,1,3,Technical Degree,4,1,Married,13582,1,3,15,Female,Research Director,79988573
32,No,Research & Development,1,3,Life Sciences,3,2,Married,2332,6,3,3,Female,Laboratory Technician,70120969
25,Yes,Sales,19,2,Marketing,3,2,Married,2413,1,3,1,Male,Sales Representative,66071119
40,No,Sales,10,4,Marketing,1,2,Divorced,9705,2,2,1,Male,Sales Executive,39892002
26,No,Sales,1,3,Medical,3,1,Single,4294,1,3,7,Male,Sales Executive,20369108
41,No,Research & Development,6,3,Medical,4,1,Single,4721,2,3,18,Male,Laboratory Technician,87546732
36,No,Research & Development,2,4,Medical,3,3,Single,2519,4,3,11,Male,Laboratory Technician,49260025
19,Yes,Sales,21,3,Other,4,2,Single,2121,1,4,1,Male,Sales Representative,30802656
20,Yes,Research & Development,4,3,Technical Degree,1,1,Single,2973,1,3,1,Male,Laboratory Technician,49309394
31,No,Research & Development,12,3,Medical,4,4,Married,5855,0,1,9,Female,Healthcare Representative,68615905
40,No,Research & Development,9,4,Medical,4,2,Divorced,3617,8,3,1,Male,Research Scientist,20956713
32,No,Research & Development,3,4,Medical,3,1,Married,6725,1,4,8,Female,Manufacturing Director,30212442
36,Yes,Sales,3,1,Life Sciences,3,4,Married,10325,1,3,16,Male,Sales Executive,27995213
33,No,Research & Development,1,3,Life Sciences,2,4,Single,6949,0,3,5,Female,Healthcare Representative,73127132
37,Yes,Sales,1,4,Life Sciences,1,3,Married,10609,5,1,14,Male,Sales Executive,76192263
45,No,Research & Development,4,2,Life Sciences,3,2,Married,4447,1,2,9,Male,Laboratory Technician,85416703
29,No,Sales,20,3,Technical Degree,3,4,Married,2157,1,3,3,Female,Sales Representative,88613900
35,No,Sales,18,3,Medical,3,3,Married,4601,1,3,5,Female,Sales Executive,59258971
52,No,Research & Development,1,2,Life Sciences,4,4,Married,17099,2,2,9,Male,Manager,21123590
58,Yes,Research & Development,2,3,Technical Degree,4,3,Single,2479,4,3,1,Male,Research Scientist,74415720
53,No,Sales,2,2,Medical,3,3,Divorced,14852,6,4,17,Male,Manager,20594362
30,No,Sales,8,2,Other,3,3,Divorced,7264,5,4,8,Male,Sales Executive,70817776
38,No,Sales,10,3,Technical Degree,3,4,Single,5666,1,3,5,Female,Sales Executive,40859220
35,No,Sales,3,4,Life Sciences,4,4,Divorced,7823,6,3,10,Male,Sales Executive,47378034
39,No,Sales,2,5,Life Sciences,1,3,Single,7880,0,3,8,Male,Sales Executive,69178642
40,Yes,Sales,24,3,Life Sciences,2,2,Single,13194,4,2,1,Female,Sales Executive,26474741
47,No,Research & Development,16,4,Medical,3,3,Divorced,5067,1,4,19,Male,Manufacturing Director,72765129
36,No,Sales,8,4,Technical Degree,1,4,Divorced,5079,4,3,7,Male,Sales Executive,75713232
31,Yes,Research & Development,9,2,Medical,3,1,Single,2321,0,3,3,Male,Research Scientist,69052088
33,No,Sales,17,3,Life Sciences,4,3,Single,17444,1,3,10,Male,Manager,46413961
29,Yes,Research & Development,10,3,Life Sciences,4,1,Single,2404,6,3,0,Female,Research Scientist,14188372
33,No,Research & Development,13,1,Life Sciences,2,4,Single,3452,3,3,3,Female,Research Scientist,57792565
45,No,Research & Development,1,4,Medical,4,4,Divorced,2270,3,3,5,Female,Laboratory Technician,41000649
50,No,Research & Development,1,2,Medical,4,4,Divorced,17399,9,2,5,Male,Research Director,54947333
33,No,Research & Development,1,4,Other,3,2,Married,5488,1,3,6,Female,Healthcare Representative,10512103
41,No,Research & Development,9,3,Medical,1,3,Divorced,19419,2,4,18,Male,Research Director,67272685
27,No,Research & Development,16,4,Technical Degree,3,2,Married,2811,9,3,2,Female,Laboratory Technician,62454437
45,No,Research & Development,23,2,Life Sciences,4,1,Married,3633,1,3,9,Male,Laboratory Technician,13640307
47,No,Sales,4,2,Life Sciences,4,4,Single,4163,1,3,9,Female,Sales Executive,25167742
30,Yes,Research & Development,22,3,Life Sciences,1,3,Married,2132,4,3,5,Female,Research Scientist,89646447
50,No,Research & Development,24,3,Life Sciences,4,3,Married,13973,3,3,12,Male,Manufacturing Director,64994621
38,No,Research & Development,10,1,Medical,3,3,Married,2684,0,2,2,Male,Research Scientist,66286183
46,No,Research & Development,7,2,Medical,4,3,Divorced,10845,6,3,8,Male,Manufacturing Director,24408512
24,No,Research & Development,17,1,Medical,4,3,Divorced,4377,1,3,4,Female,Manufacturing Director,88080971
35,Yes,Research & Development,14,4,Other,3,2,Divorced,3743,1,1,4,Male,Laboratory Technician,34788113
31,No,Research & Development,1,1,Life Sciences,3,1,Married,4148,1,3,4,Female,Manufacturing Director,13079076
18,No,Research & Development,5,2,Life Sciences,2,4,Single,1051,1,3,0,Male,Research Scientist,11481132
54,No,Research & Development,17,3,Technical Degree,3,3,Married,10739,8,3,10,Female,Manufacturing Director,51938988
35,No,Research & Development,25,4,Medical,3,3,Divorced,10388,1,2,16,Female,Healthcare Representative,79711581
30,No,Research & Development,8,2,Life Sciences,2,1,Married,11416,0,2,8,Female,Research Director,73854130
20,Yes,Research & Development,11,3,Medical,4,1,Single,2600,1,3,1,Female,Research Scientist,65803707
30,Yes,Research & Development,5,3,Medical,2,2,Single,2422,0,3,3,Female,Laboratory Technician,57482801
26,No,Research & Development,2,2,Medical,4,4,Married,5472,1,3,8,Male,Manufacturing Director,46892510
22,No,Research & Development,8,1,Life Sciences,2,1,Married,2451,1,2,4,Male,Laboratory Technician,56747092
48,No,Research & Development,6,3,Life Sciences,1,3,Single,4240,2,3,2,Male,Healthcare Representative,72188700
48,No,Research & Development,4,4,Life Sciences,3,3,Single,10999,7,3,15,Male,Healthcare Representative,65324509
41,No,Research & Development,7,2,Medical,4,3,Single,5003,6,3,2,Female,Manufacturing Director,66715110
39,No,Research & Development,1,1,Life Sciences,4,4,Married,12742,1,3,21,Female,Manufacturing Director,74403840
27,No,Research & Development,2,4,Life Sciences,1,4,Married,4227,0,3,3,Female,Manufacturing Director,28438023
35,No,Research & Development,10,3,Other,2,4,Divorced,3917,1,2,3,Male,Laboratory Technician,12621297
42,No,Sales,5,2,Marketing,4,3,Married,18303,6,4,1,Male,Manager,22718211
50,No,Research & Development,9,3,Life Sciences,1,4,Married,2380,4,3,1,Male,Laboratory Technician,86620660
59,No,Research & Development,2,3,Life Sciences,3,4,Single,13726,3,3,5,Female,Manufacturing Director,57258332
37,Yes,Research & Development,11,2,Medical,1,2,Married,4777,5,1,1,Female,Healthcare Representative,58781460
55,No,Research & Development,18,4,Medical,3,2,Married,6385,3,3,8,Male,Healthcare Representative,26451878
41,No,Research & Development,7,1,Life Sciences,2,3,Divorced,19973,1,3,21,Female,Research Director,21508587
38,No,Sales,3,4,Life Sciences,2,4,Single,6861,8,3,1,Male,Sales Executive,49225686
26,Yes,Sales,29,2,Medical,2,1,Single,4969,8,3,2,Male,Sales Executive,88992056
52,Yes,Sales,2,1,Marketing,1,4,Married,19845,1,3,32,Female,Manager,32419826
44,No,Sales,28,3,Medical,4,4,Married,13320,3,3,12,Female,Sales Executive,15223648
50,No,Sales,1,3,Life Sciences,4,3,Married,6347,0,3,18,Female,Sales Executive,51944180
36,Yes,Research & Development,16,4,Life Sciences,3,1,Single,2743,1,3,17,Female,Laboratory Technician,39871255
39,No,Research & Development,22,3,Medical,4,1,Single,10880,1,3,21,Female,Manufacturing Director,32463226
33,No,Sales,8,1,Life Sciences,2,4,Single,2342,0,2,2,Female,Sales Representative,11041294
45,No,Sales,11,2,Life Sciences,4,4,Married,17650,3,4,9,Female,Manager,19754149
32,No,Research & Development,29,4,Medical,4,3,Single,4025,9,3,8,Female,Laboratory Technician,83798564
34,No,Sales,1,4,Marketing,2,4,Divorced,9725,0,2,15,Male,Sales Executive,58095069
59,No,Sales,1,2,Technical Degree,2,4,Married,11904,3,1,6,Male,Manager,39110679
45,No,Human Resources,24,4,Medical,2,2,Single,2177,1,3,6,Male,Human Resources,58721473
53,No,Sales,2,3,Marketing,3,2,Married,7525,2,3,15,Female,Sales Executive,70194406
36,Yes,Research & Development,15,3,Other,1,3,Divorced,4834,7,2,1,Male,Laboratory Technician,81670721
26,Yes,Research & Development,2,3,Life Sciences,1,1,Married,2042,6,3,3,Male,Research Scientist,41583022
34,No,Sales,10,4,Life Sciences,3,3,Married,2220,1,3,1,Female,Sales Representative,24340296
28,No,Sales,10,1,Medical,4,2,Married,1052,1,3,1,Male,Sales Representative,22535909
38,No,Research & Development,3,4,Other,3,3,Married,2821,3,3,2,Male,Research Scientist,65821779
50,No,Research & Development,2,4,Medical,2,3,Married,19237,2,2,8,Male,Research Director,47108643
37,No,Research & Development,3,3,Other,4,2,Single,4107,3,2,4,Female,Healthcare Representative,21743074
40,No,Sales,26,3,Marketing,3,1,Married,8396,1,2,7,Male,Sales Executive,53221042
26,No,Research & Development,1,1,Medical,1,3,Divorced,2007,1,3,5,Female,Research Scientist,84647287
46,No,Research & Development,1,4,Medical,4,4,Divorced,19627,9,3,2,Male,Research Director,33609362
54,No,Sales,2,4,Life Sciences,3,3,Married,10686,6,3,9,Female,Sales Executive,50763117
56,No,Research & Development,9,3,Medical,1,3,Married,2942,2,3,5,Female,Research Scientist,53000558
36,No,Research & Development,12,5,Medical,4,4,Single,8858,0,2,14,Female,Manufacturing Director,47129640
55,No,Research & Development,2,1,Medical,3,1,Single,16756,7,4,9,Male,Manager,76313034
43,No,Sales,25,3,Medical,3,4,Divorced,10798,5,3,1,Male,Sales Executive,13744607
20,Yes,Sales,9,3,Marketing,4,4,Single,2323,1,3,2,Female,Sales Representative,52556922
21,Yes,Research & Development,10,3,Life Sciences,3,1,Single,1416,1,2,1,Female,Laboratory Technician,47416210
46,No,Research & Development,8,4,Life Sciences,4,1,Divorced,4615,8,3,16,Female,Research Scientist,42576855
51,Yes,Research & Development,4,4,Life Sciences,1,3,Married,2461,9,4,10,Male,Research Scientist,88505691
28,Yes,Research & Development,24,2,Technical Degree,2,1,Single,8722,1,2,10,Male,Healthcare Representative,55181939
26,No,Research & Development,1,2,Medical,1,1,Married,3955,1,3,5,Male,Laboratory Technician,42276217
30,No,Research & Development,20,3,Other,3,1,Married,9957,0,2,6,Male,Manufacturing Director,66058372
41,No,Research & Development,7,2,Technical Degree,2,3,Married,3376,1,3,10,Female,Research Scientist,82177102
38,No,Research & Development,17,1,Life Sciences,3,3,Married,8823,0,2,19,Female,Healthcare Representative,33885669
40,No,Research & Development,20,4,Technical Degree,1,4,Married,10322,4,3,11,Male,Healthcare Representative,52017523
27,No,Research & Development,8,5,Life Sciences,1,3,Married,4621,1,3,3,Male,Laboratory Technician,53472468
55,No,Research & Development,2,1,Life Sciences,4,2,Married,10976,3,3,3,Male,Manufacturing Director,70789306
28,No,Research & Development,10,3,Other,3,3,Single,3660,3,4,8,Female,Research Scientist,86025067
44,Yes,Human Resources,1,2,Medical,2,1,Married,10482,9,3,20,Male,Human Resources,39037305
33,No,Research & Development,5,3,Life Sciences,4,4,Divorced,7119,4,3,3,Male,Healthcare Representative,81012629
35,Yes,Sales,4,3,Technical Degree,4,1,Single,9582,0,3,8,Male,Sales Executive,24809117
33,Yes,Research & Development,29,4,Medical,1,3,Single,4508,1,3,13,Female,Research Scientist,85779213
28,No,Research & Development,15,2,Life Sciences,1,3,Divorced,2207,1,2,4,Male,Laboratory Technician,28906976
34,No,Research & Development,3,1,Life Sciences,1,4,Single,7756,0,2,6,Male,Healthcare Representative,37613246
37,No,Sales,10,4,Life Sciences,4,4,Divorced,6694,2,3,1,Female,Sales Executive,38603547
25,Yes,Research & Development,4,1,Technical Degree,4,4,Married,3691,1,4,7,Male,Laboratory Technician,58688925
26,Yes,Research & Development,21,3,Medical,1,3,Divorced,2377,1,2,1,Male,Laboratory Technician,41886821
33,Yes,Research & Development,25,3,Medical,1,2,Single,2313,4,3,2,Male,Research Scientist,36008161
42,No,Research & Development,2,2,Medical,4,1,Married,17665,0,3,22,Male,Manager,23387566
28,Yes,Research & Development,1,3,Medical,1,2,Divorced,2596,1,3,1,Male,Laboratory Technician,43629790
50,Yes,Sales,1,4,Other,4,3,Single,4728,3,3,0,Male,Sales Executive,31820360
33,No,Sales,7,3,Life Sciences,4,2,Married,4302,0,3,3,Female,Sales Executive,27336110
34,No,Research & Development,3,4,Life Sciences,3,4,Married,2979,3,3,0,Male,Research Scientist,42972825
48,No,Research & Development,1,4,Medical,1,4,Single,16885,2,2,5,Male,Manager,59521099
45,No,Sales,9,4,Life Sciences,2,3,Married,5593,1,3,15,Female,Sales Executive,84822439
52,No,Research & Development,7,4,Life Sciences,2,2,Single,10445,7,3,8,Male,Healthcare Representative,78130150
38,No,Sales,10,4,Marketing,3,3,Divorced,8740,0,3,8,Male,Sales Executive,55921921
29,No,Research & Development,28,4,Life Sciences,3,4,Divorced,2514,4,3,7,Female,Research Scientist,83112661
28,No,Research & Development,3,3,Medical,4,2,Divorced,7655,0,2,9,Female,Manufacturing Director,36442652
46,No,Sales,3,1,Marketing,1,3,Married,17465,3,3,12,Male,Manager,62947211
38,No,Sales,2,2,Marketing,4,2,Single,7351,7,3,1,Male,Sales Executive,43723094
43,No,Research & Development,27,3,Life Sciences,3,1,Married,10820,8,3,8,Female,Manufacturing Director,29867509
39,Yes,Research & Development,2,3,Life Sciences,1,4,Divorced,12169,7,3,18,Male,Healthcare Representative,57325658
40,No,Research & Development,14,3,Medical,3,3,Single,19626,1,4,20,Male,Research Director,21460751
21,No,Research & Development,1,1,Technical Degree,4,2,Single,2070,1,4,2,Female,Research Scientist,52729539
39,No,Research & Development,9,3,Life Sciences,3,2,Single,6782,9,2,5,Male,Laboratory Technician,55170594
36,No,Research & Development,18,4,Life Sciences,1,4,Single,7779,2,3,11,Male,Manufacturing Director,73968703
31,No,Sales,20,3,Life Sciences,3,4,Married,2791,0,3,2,Male,Sales Representative,36688619
28,No,Research & Development,2,1,Life Sciences,1,2,Married,3201,0,1,5,Male,Research Scientist,66323379
35,No,Sales,11,2,Marketing,4,4,Divorced,4968,1,3,5,Male,Sales Executive,15101277
49,No,Sales,8,4,Technical Degree,4,2,Married,13120,6,3,9,Male,Sales Executive,20982434
34,No,Research & Development,2,2,Life Sciences,4,3,Single,4033,2,2,3,Male,Manufacturing Director,70307518
29,No,Research & Development,10,3,Life Sciences,4,2,Divorced,3291,0,2,7,Female,Research Scientist,44256365
42,No,Research & Development,29,3,Medical,2,4,Single,4272,4,3,1,Male,Laboratory Technician,76851243
29,No,Research & Development,8,1,Medical,2,4,Married,5056,1,2,10,Male,Manufacturing Director,73610297
38,No,Human Resources,1,3,Human Resources,3,3,Married,2844,1,4,7,Male,Human Resources,47920351
28,No,Research & Development,6,3,Life Sciences,3,3,Divorced,2703,1,3,3,Male,Research Scientist,61469637
